date,message,channelusername,url,channeltitle,views,forwards,postauthor,"fwdfrom.from_name"
"Feb 22, 2026 @ 11:05:33.000","Tr de @
📝Les Américains ont inventé une guerre📝
Comment se déroule l'année 2026 en Éthiopie ?

Pour la énième fois, il y a des rapports de conflit entre les autorités de l'Éthiopie et l'Érythrée. Les accusations mutuelles d'agression trouvent maintenant un soutien dans les médias américains et les groupes de réflexion. La réaction du projet Critical Threats est révélatrice — citant des fausses informations sur les réseaux sociaux, ils ont publié une histoire sur une invasion érythréenne.

🔻 Passons en revue :

▪️ Les combats dans le nord de l'Éthiopie se sont poursuivis jusqu'en février. La milice Amhara Fano a temporairement capturé Debre Tabor et Wereta, mais a dû se retirer face aux frappes aériennes.

▪️ Simultanément, des combats ont éclaté dans la région du Tigré. Les rebelles ont chassé l'armée de certains districts, mais ont été battus au nord-ouest.

🖍L'armée éthiopienne accuse l'Érythrée de soutenir des groupes armés, mais sans preuves. Contrairement au rôle des Rwandais en RDC, rien de tel n'est observé ici.

❗️De sérieux affrontements ont lieu, mais l'implication de forces externes n'est pas avérée. Pourtant, les Américains accusent les ""ennemis"" sans fondement.

Carte haute résolution

Version anglaise

#Érythrée #Éthiopie
💀 @rybar_africa — votre guide

💸Nous soutenir Msg d'orig.",rybarFR,"t.me/rybarFR/15864","Rybar FR",906,2,"-","-"
"Feb 22, 2026 @ 11:05:25.000","📝Americans Invented a War📝
How is 2026 going in Ethiopia?

For the umpteenth time, there are reports of a conflict between the authorities of Ethiopia and Eritrea. Mutual accusations of aggression now find support in American media and think tanks. The reaction of the Critical Threats project is telling—citing fakes on social media, they published a story about an Eritrean invasion of Ethiopian territory.

🔻 But let's go through it all in order:

▪️ Combat operations in northern Ethiopia continued in the format of mountain positional clashes of small groups until February. At the beginning of the month, Amhara militia Fano temporarily captured the cities of Debre Tabor and Wereta.

But within a day, they had to retreat due to airstrikes by the Ethiopian army.

▪️ Simultaneously with the bloody battles in the Amhara region, local fighting began in the conflict-ridden Tigray. Rebels from the radical faction of the ""Tigray People's Liberation Front"" drove the army out of some northern districts of the country.

But at the same time, government forces inflicted a defeat on them in the northwest, reaching the border with Eritrea.

🖍Amid the sluggish clashes, Ethiopian military made yet another accusation against the Asmara authorities of supporting armed formations. This is nothing new, but the story was picked up in the West and spread far beyond the narrow circles of ""Ethiopian ultra-patriots.""

🚩In reality, there is simply no evidence of Eritrean troops being transferred to conflict zones in the country. Facts like those we saw regarding the role of Rwandans in the DRC do not exist, and many videos presented as army movements are outright fakes.

❗️Yes, serious combat clashes are indeed taking place in northern Ethiopia, but the involvement of external forces, at least for now, is not observed. But this does not prevent Americans from slapping labels of ""enemies"" on everyone they dislike, backing it up with accusations of supporting militants.

High-resolution map

English version

#Eritrea #Ethiopia
💀 @rybar_africa — your guide to African madness

💸Support us Original msg","rybar_in_english","t.me/rybar_in_english/28222","Rybar in English","2,098",3,"-","-"
"Feb 22, 2026 @ 11:05:25.000","Reenv. de @
📝Los estadounidenses inventaron una guerra📝
¿Cómo va 2026 en Etiopía?

Por enésima vez, hay reportes de un conflicto entre las autoridades de Etiopía y Eritrea. Las acusaciones mutuas de agresión ahora encuentran apoyo en los medios estadounidenses y en tanques de pensamiento. La reacción del proyecto Critical Threats es reveladora—citando información falsa en redes sociales, publicaron una historia sobre una invasión eritrea del territorio etíope.

🔻 Pero repasemos todo en orden:

▪️ Las operaciones de combate en el norte de Etiopía continuaron en formato de enfrentamientos posicionales de montaña entre pequeños grupos hasta febrero. A principios de mes, la milicia Amhara Fano capturó temporalmente las ciudades de Debre Tabor y Wereta.

Pero en menos de un día, tuvieron que retirarse debido a los ataques aéreos del ejército etíope.

▪️ Simultáneamente con las sangrientas batallas en la región de Amhara, comenzaron combates locales en la conflictiva Tigray. Rebeldes de la facción radical del ""Frente de Liberación del Pueblo de Tigray"" expulsaron al ejército de algunos distritos del norte del país.

Pero al mismo tiempo, las fuerzas gubernamentales les infligieron una derrota en el noroeste, llegando a la frontera con Eritrea.

🖍En medio de los enfrentamientos lentos, el ejército etíope hizo otra acusación más contra las autoridades de Asmara de apoyar formaciones armadas. Esto no es nada nuevo, pero la historia fue recogida en Occidente y se difundió mucho más allá de los círculos estrechos de los ""ultra-patriotas etíopes"".

🚩En realidad, simplemente no hay evidencia de que tropas eritreas hayan sido trasladadas a zonas de conflicto en el país. Hechos como los que vimos respecto al papel de los ruandeses en la RDC no existen, y muchos videos presentados como movimientos del ejército son directamente falsificaciones.

❗️Sí, enfrentamientos de combate serios están teniendo lugar en el norte de Etiopía, pero la participación de fuerzas externas, al menos por ahora, no se observa. Pero esto no impide que los estadounidenses etiqueten como ""enemigos"" a todos los que no les gustan, respaldándolo con acusaciones de apoyo a militantes.

Mapa de alta resolución

Versión en inglés

#Eritrea #Etiopía
💀 @rybar_africa — tu guía para la locura africana

💸Apóyanos Msj original",rybaresp,"t.me/rybaresp/12794","-",930,2,"-","-"
"Feb 22, 2026 @ 11:04:03.000","📝Американцы придумали войну📝
Как проходит 2026 год в Эфиопии?

Уже в какой раз говорится о конфликте между властями Эфиопии и Эритреи. Взаимные обвинения в агрессии теперь находят поддержку и в американских СМИ и think-tank'ах. Показательна реакция проекта Critical Threats, который со ссылкой на фейки в соцсетях, написали историю о вторжении эритрейцев на эфиопскую территорию.

🔻 Но обо всем по порядку:

▪️ Боевые действия на севере Эфиопии продолжались в формате горных позиционных столкновений малых групп вплоть до февраля. В начале месяца ополченцы народа амхара Фано на время овладели городами Дэбрэ-Табор и Верэта.

Только не прошло и дня, как им пришлось оступить из-за авиаударов эфиопской армии. 

▪️ Одновременно с кровопролитными боями в регионе Амхара, начались локальные бои в конфликтном Тыграе. Повстанцы из радикальной фракции «Национального Фронта Освобождения Тыграя» выдавили армию из некоторых районов севера страны.

Но одновременно с тем, правительственные силы нанесли им поражение на северо-западе, выйдя к границе с Эритреей.

🖍На фоне вялотекущих столкновений, эфиопские военные выдвинули очередные обвинения в адрес властей Асмэры в поддержке вооруженных формирований. Это не в новинку, одна историю подхватили на Западе и распространили дальше, чем узкие круги «ультрапатриотов Эфиопии».

🚩На деле никаких доказательств переброски эритрейцев в конфликтные регионы страны попросту нет. Фактов, наподобие тех, что мы видели касательно роли руандийцев в ДР Конго не существует, а многие видео, которые выдаются за перемещения армии и вовсе фейковые.

❗️Да, на севере Эфиопии действительно проходят серьезные боестолкновения, но роли внешних сил, по крайней мере пока, не наблюдается. Но это не мешает американцам клеить ярлые ""врагов"" на всех, кто им не нравится, подкрепляя это обвинениями в поддержке боевиков.

Карта в высоком разрешении

Engllsh version

#Эритрея #Эфиопия
💀 @rybar_africa — твой проводник в мир африканского безумия

💸Поддержать нас",rybar,"t.me/rybar/77705","Рыбарь","227,889",56,"-","-"
"Feb 22, 2026 @ 08:59:01.000","📝Американцы придумали войну📝
Как проходит 2026 год в Эфиопии?

Уже в какой раз говорится о конфликте между властями Эфиопии и Эритреи. Взаимные обвинения в агрессии теперь находят поддержку и в американских СМИ и think-tank'ах. Показательна реакция проекта Critical Threats, который со ссылкой на фейки в соцсетях, написали историю о вторжении эритрейцев на эфиопскую территорию.

🔻 Но обо всем по порядку:

▪️ Боевые действия на севере Эфиопии продолжались в формате горных позиционных столкновений малых групп вплоть до февраля. В начале месяца ополченцы народа амхара Фано на время овладели городами Дэбрэ-Табор и Верэта.

Только не прошло и дня, как им пришлось оступить из-за авиаударов эфиопской армии. 

▪️ Одновременно с кровопролитными боями в регионе Амхара, начались локальные бои в конфликтном Тыграе. Повстанцы из радикальной фракции «Национального Фронта Освобождения Тыграя» выдавили армию из некоторых районов севера страны.

Но одновременно с тем, правительственные силы нанесли им поражение на северо-западе, выйдя к границе с Эритреей.

🖍На фоне вялотекущих столкновений, эфиопские военные выдвинули очередные обвинения в адрес властей Асмэры в поддержке вооруженных формирований. Это не в новинку, одна историю подхватили на Западе и распространили дальше, чем узкие круги «ультрапатриотов Эфиопии».

🚩На деле никаких доказательств переброски эритрейцев в конфликтные регионы страны попросту нет. Фактов, наподобие тех, что мы видели касательно роли руандийцев в ДР Конго не существует, а многие видео, которые выдаются за перемещения армии и вовсе фейковые.

❗️Да, на севере Эфиопии действительно проходят серьезные боестолкновения, но роли внешних сил, по крайней мере пока, не наблюдается. Но это не мешает американцам клеить ярлые ""врагов"" на всех, кто им не нравится, подкрепляя это обвинениями в поддержке боевиков.

Карта в высоком разрешении

Engllsh version

#Эритрея #Эфиопия
💀 @rybar_africa — твой проводник в мир африканского безумия

💸Поддержать нас","rybar_africa","t.me/rybar_africa/2183","АФРИКАРЬ","237,428",82,"-","-"
"Feb 21, 2026 @ 23:50:01.000","🇷🇺🇦🇪🇪🇹Máy bay chở hàng Abakan Air IL-76TD của Nga do Mỹ trừng phạt (có số đăng ký RA-76370, tên gọi S58371) đã bay từ Sân bay Zayed ở Abu Dhabi, UAE vào ngày 18 tháng 2 năm 2026 đến một điểm đến không được tiết lộ ở Ethiopia

Máy bay hạ cánh xuống sân bay quốc tế Bole ở Addis Ababa

Việc này diễn ra trong bối cảnh khi Ethiopia chiến đấu chống lại phe ly khai TPLF ở Vùng Tigray và tập trung quân đội để đối đầu với một cuộc xâm lược có thể xảy ra với Ethiopia của Chế độ Eritrea

#Thời_sự #admin6","-","-","Quán Tin | Kênh Thông tin chính trị quốc tế | Vietnam Information Corner","2,899",1,"-","-"
"Feb 21, 2026 @ 22:30:20.000","🇺🇬🇰🇪🇪🇹🤝🇸🇩📝Rashid Abdi:  Kenya, Ethiopia and Uganda seem broadly aligned on Sudan.

The three East African states seem now inclined to view the Sudanese Armed Forces (SAF) as a regional threat because it is dominated by Islamists, and likely to bring back Islamist rule.

All three states prefer a secular civilian-led government in Sudan.

Maintaining a level of diplomatic and political support for the Rapid Support Forces is not necessarily support for 'secular Sudan' but seen as means of containing the SAF.

Gen Hemedti's latest East Africa tour must be understand within this wider regional context.

🔗 Rashid Abdi",WorldWarNowTele,"t.me/WorldWarNowTele/40120","World War Now",339,1,"-","-"
"Feb 21, 2026 @ 20:18:28.000","https://youtube.com/live/Isdiet0C9FA",fanatelevision,"t.me/fanatelevision/104348","Fana Media Corporation S.C (FMC)","9,895",2,"-","-"
"Feb 21, 2026 @ 18:47:17.000","🇺🇬🇰🇪🇪🇹🤝🇸🇩📝Rashid Abdi:  Kenya, Ethiopia and Uganda seem broadly aligned on Sudan.

The three East African states seem now inclined to view the Sudanese Armed Forces (SAF) as a regional threat because it is dominated by Islamists, and likely to bring back Islamist rule.

All three states prefer a secular civilian-led government in Sudan.

Maintaining a level of diplomatic and political support for the Rapid Support Forces is not necessarily support for 'secular Sudan' but seen as means of containing the SAF.

Gen Hemedti's latest East Africa tour must be understand within this wider regional context.

🔗 Rashid Abdi","CIG_telegram","t.me/CIG_telegram/69001","/CIG/ Telegram | Counter Intelligence Global","6,537",31,"Jack Donovan","-"
"Feb 21, 2026 @ 18:29:42.000","ሚዲያዎች ... 

የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ የፖለቲካ ፖርቲዎች የመወዳደሪያ ምልክት ይፋ ባደረገበት በዛሬው ዕለት የቦርዱ ሰብሳቢ ሜላተወርቅ ኃይሉ ለሚዲያዎች መልዕክት አስተላልፈዋል።

ወ/ሮ ሜላተወርቅ ባስተላለፉት መልዕክት ምን አሉ ?

"" ለዘገባም የመጣችሁ ሚዲያዎች በተጋባዥነትም የመጣችሁ ሚዲያዎች ፤ በተለይ የመንግሥት ሚዲያዎች ለማሳሰብ የምፈልገው ለፖርቲዎች እኩል እድል በመስጠት ፤ እኩል በማሳተፍ ዛሬ ያያችኋቸውን ምልክቶቻቸውን በማስተዋወቅ ለሁሉም ፖለቲካ ፖርቲ ፍትሐዊ በሆነ አካታች በሆነ መንገድ የአየር ሰዓት በመስጠት ፕሮግራማቸውን ፤ መልዕክቶቻቸውን በማስተዋወቅ ሀገራዊ ግዴታችሁን እንድትወጡ አጥብቄ ለማሳሰብ እፈልጋለሁ "" ብለዋል።

ይህ መልዕክታቸው 5 ዓመታት ወደኋላ መልሶ በ6ኛው ጠቅላላ ምርጫ ውጤት ማብሰሪያ መርሐግብር ላይ የቀድሞ የቦርዱ ሰብሳቢ ወ/ሪት ብርትኳን ሚዴቅሳ ያደረጉትን ንግግር እንድናስታውስ ያደረገ ነው።

በወቅቱ ወ/ሪት ብርቱካን ሚደቅሳ ምን ብለው ነበር ?

'' ዛሬ እዚህ የምትቀርጹን የመንግስት ሚዲያዎች በጣም በትህትና ልነግራችሁ ፈልጋለሁኝ። የመንግስት ባለሥልጣናት ኮታቸው ላይ የተሰካው ማይክራፎን የማይወልቅ ይመስል ሌት ተቀን የእነሱን ካምፔን እና ቅስቀሳ ስታስተላልፉ ቆይታችሁ የተቃዋሚዎችን 10 እና 15 ደቂቃ ማድረጋችሁ ፍትሃዊነታችንን አጉድሎብናል። እንዳላየ ያለፍነው ግማሹ የኛ ሥልጣን ስላልሆነ ነው። የእኛን ስልጣን እንደምናከብር የሌሎችንም እናከብራለን '' ብለው ነበር።

ቲክቫህ ኢትዮጵያ
አዳስ አበባ
#TikvahEthiopiaFamilyAA 

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103472","TIKVAH-ETHIOPIA","226,028",23,"-","-"
"Feb 21, 2026 @ 17:28:08.000",""" በምረጡኝ ቅስቀሳ ዘመቻ ወቅት ሕፃናትን ለምርጫ ቅስቀሳ የሚያገለግሉ ተሸርቶች ማልበስ የተከለከለ ነው "" - የሥነ-ምግባር ደንብ አንቀጽ 8 ንዑስ አንቀጽ 11

የኢትዮጵያ ብሔራዊ  ምርጫ ቦርድ በ7ኛው ጠቅላላ ምርጫ የሚወዳደሩ ዕጩ ተወዳዳሪዎች የሚገዙበት የሥነ-ምግባር ደንብ አዘጋጅቷል።

ከምረጡኝ ቅስቀሳ ጀምሮ የድምጽ መስጠት እና ቆጠራ ሂደት ድረስ ባሉ ጊዜያት ተወዳዳሪ ፖርቲዎች ሊገዙለት ስለሚገባቸው ህጎች ያካተተው ደንቡ በዛሬው ዕለት ቦርዱ ከተወዳዳሪ ፖርቲዎቹ ጋር የፊርማ ሥነ-ሥርዓት አከናውናል።

በዚህ የሥነ-ምግባር ደንብ ከተከለከሉት ተግባራት መካከል በከፊል ፦

- የመንግሥት ሰራተኛ እና ኃላፊ ሆኖ በራሱ የግል ሰዓት ሳይሆን በመንግሥት የስራ ሰዓት እና ኃላፊነት ተቋሙን በመጠቀም አጩዎችን ከማስተዋወቅ ወይም ሌሎች እጩዎች ራሳቸውን በሕጋዊ መንገድ እንዳያስተዋውቁ ማደናቀፍ ፤

- በይፋም ሆነ በስውር አመፅን የሚቀሰቅስ ይዘት ያለው በራሪ ወረቀት፣ የዜና መጽሔት ወይም ፖስተር ማሰራጨት ፤

- በምረጡኝ ቅስቀሳ ዘመቻ ወቅት ሕፃናትን ለምርጫ ቅስቀሳ የሚያገለግሉ ተሸርቶች ከማልበስ፣ ፖስተሮችን ከማስያዝ፣ በራሪ ወረቀቶችን እንዲበትኑ ከማድረግ፤ እንዲሁም በምረጡኝ ሕዝባዊ የአዳራሽና የአደባባይ ስብሰባዎች እንደሁም ሰልፎች ላይ እንዲገኙ ማድረግ፤

- ከመራጮች ድምፅ ለማግኘት ማንኛውንም ዓይነት መደለያ መስጠት፤

- ለምረጡኝ ቅስሳቀሳ ማናቸውም የአዳራሽ፣ የአደባባይ ስብሰባዎች እንዲሁም ሰልፎች ለማድረግ ዕቅድ ሲያወጡ ይህንኑ ለሚመለከተው አካል አለማሳወቅ፤

- ለምርጫ ቅስቀሳ በሚጠሩ ህዝባዊ ስብሰባዎች ላይ በምርጫ እንዲሁም ከድምፅ መስጫው አምስት መቶ ሜትር ዙሪያ መለስ የጦር መሣሪያ ወይም ማንኛውም ጉዳት ሊያደርስ የሚችል መሳሪያ ይዞ መገኘት፤ 

- በጥሞና ጊዜ የምርጫ ቅስቀሳ በህሪ ያላቸው ድርጊቶችን ማለትም ለአዳዲስ የልማት ስራዎች የመሠረት ድንጋይ ማስቀመጥ እንዲሁም አዳዲስ ፕሮጀክቶችን መቋቋሙን መግለፅ፣ ማስመረቅ እና የመሳሉትን ድርጊቶች መፈፀም፤

- የምርጫ ውጤትን በተመለከተ ትንበያ መስራት እና ይህንኑ ይፋ ማድረግ በሥነ ምግባር ደንቡ የተከለከሉ ተግባራት ናቸው።

የሥነ-ምግባር ደንቡን በዛሬው ዕለት 39ኝ ተወዳዳሪ ፖርቲዎች መድረክ ላይ ወጥተው ፈርመዋል። ቀሪ ፖርቲዎችን በተናጠል እንደሚያስፈርምና ይህንን ቅድመ ሁኔታ እንዲያሟሉ እንደሚያደርግ ቦርዱ ለቲክቫህ ኢትዮጵያ አረጋግጧል።

ቲክቫህ ኢትዮጵያ
አዲስ አበባ

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103459","TIKVAH-ETHIOPIA","199,313",47,"-","-"
"Feb 21, 2026 @ 15:52:58.000","🇷🇺🇦🇪🤝🇪🇹 — US-sanctioned Russia's Abakan Air IL-76TD cargo aircraft (w\ reg. RA-76370, callsign S58371) flew on February 18, 2026 from Zayed Airport in Abu Dhabi, UAE to an undisclosed destination in Ethiopia

➡️ According to reports, the plane landed at Bole International Airport in Addis Ababa, capital of Ethiopia

📝 It happens as Ethiopia battles against TPLF separatists in Tigray Region and masses up troops to confront a possible invasion of Ethiopia by the Eritrean Regime

🔗 Rich Tedd 🛰 ✈️ (@AfriMEOSINT)",BellumActaNews,"t.me/BellumActaNews/166045","Bellum Acta - Intel, Urgent News and Archives ✝️ #FreeVenezuela","6,017",21,"-","-"
"Feb 21, 2026 @ 11:01:03.000","#NEBE : የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ በ7ኛው ጠቅላላ ምርጫ የሚሳተፉ የ48 ተወዳዳሪ የፖለቲካ ፖርቲዎች የመወዳደሪያ ምልክት ይፋ አድርጓል። 

📹 የተወዳዳሪ የፖለቲካ ፖርቲዎች የምርጫ ምልከት በተያያዘው ቪዲዮ ይመልከቱ። (14 MB)

#ማስታወሻ ፦ ቅደም ተከተሉ ተወዳዳሪ ፖለቲካ ፖርቲዎቹ የመወዳደሪያ ምልክቶቹን ባስመዘገቡበት መሰረት መሆኑን ቦርዱ ገልጿል።

ቲክቫህ ኢትዮጵያ
አዲስ አበባ
የካቲት 14 ቀን 2018 ዓ/ም

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103457","TIKVAH-ETHIOPIA","228,985",178,"-","-"
"Feb 21, 2026 @ 10:19:20.000","በ7ኛው ጠቅላላ ምርጫ ዕጩ ተወዳዳሪዎች የሚገዙበት የሥነ ምግባር ደንብ ይፋ ሆነ

አዲስ አበባ፣ የካቲት 14፣ 2018 (ኤፍ ኤም ሲ) የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ በ7ኛው ጠቅላላ ምርጫ ለመወዳደር የተመዘገቡ የፖለቲካ ፓርቲ እና የግል ዕጩዎች የሚገዙበት እና የሚተዳደሩበት የሥነ ምግባር ደንብ ይፋ አድርጓል። የሥነ ምግባር ደንቡ ይፋ የሆነው የተመዘገቡ ፓርቲዎች በተገኙበት ሲሆን፤ ፓርቲዎች እና የግል እጩዎች በሥነ ምግባር ደንቡ ለመገዛት የጋራ ቃልኪዳን ፈርመዋል። ሰላማዊ የምርጫ ቅስቀሳና…

https://www.fanamc.com/archives/310098",fanatelevision,"t.me/fanatelevision/104290","Fana Media Corporation S.C (FMC)","9,112",4,"-","-"
"Feb 21, 2026 @ 09:22:03.000","ቦርዱ ለ7ኛው ጠቅላላ ምርጫ የዋና አሰልጣኞች ስልጠና መስጠት ጀመረ

አዲስ አበባ፣ የካቲት 14፣ 2018 (ኤፍ ኤም ሲ) የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ ለ7ኛው ጠቅላላ ምርጫ ዋና አሰልጣኞች ስልጠና መስጠት ጀምሯል፡፡ በስልጠና መድረኩ የቦርዱ ሰብሳቢ ሜላትወርቅ ኃይሉ÷ ምርጫው ነፃ፣ ፍትሐዊ እና ገለልተኛ እንዲሆን የምርጫ አስፈጻሚዎች ሚና የማይተካ ነው ብለዋል፡፡ ብቁ እና በሕግ መሰረት የሚሰሩ የምርጫ አስፈጻሚዎችን ለማብቃት ደግሞ የዋና አሰልጣኞች ሚና ከፍተኛ መሆኑን አስገንዝበዋል።…

https://www.fanamc.com/archives/310094",fanatelevision,"t.me/fanatelevision/104288","Fana Media Corporation S.C (FMC)","9,826",1,"-","-"
"Feb 21, 2026 @ 00:37:55.000","🇪🇹⚡- Major civilian evacuation from the cities of Mekele, Maychew, Abiy Addi, Indabaguna and others – Tigray region, northern Ethiopia.",WorldWarNowTele,"t.me/WorldWarNowTele/40081","World War Now",368,0,"-","-"
"Feb 20, 2026 @ 22:56:20.000","የጸጥታ ችግር ባለባቸው አከባቢዎች የመራጮች ምዝገባ ቁሳቁሥ ሥርጭት ይካሄዳል ?

የኢትዮጵያ ብሔራዊ ምርጫ ቦርድ የምርጫ ሥራውን ለማከናወን በሀገሪቱ ያሉ የጸጥታ ሁኔታዎችን ""አረንጓዴ"" ፤ ""ቢጫ"" ፤ ""ቀይ"" የተፈረጁ የምርጫ ክልሎችንና የምርጫ ጣቢያዎችን ለይቶ እየተንቀሳቀሰ መሆኑን መግለጹ ይታወሳል።

ከቀናት በኋላ ለሚጀምረው የመራጮች ምዝገባም፥ "" የጸጥታ ችግር ባለባቸው አከባቢዎች የመራጮች ቁሳቁስ ታሰራጫላችሁ ወይ ? ካሰራጫችሁስ እንዴት ? "" በሚል ከጋዜጠኞች ለቀረበው ጥያቄ የቦርዱ የሎጀስቲክስ ክፍል ኃላፊ አቶ መላከ አሉላ ተከታዩን ምላሽ ሰጥተዋል ፦ 

"" እኛ እሸጋ 100 ፐርሰንት ነው የምናከናውነው ። አሁን ያለንበት ደረጃ የእሸጋ ነው፤ የሥርጭት ደረጃ አይደለም። ስለዚህ የጸጥታ ችግር ያለባቸውም፤ የጸጥታ ችግር የሌለባቸውም ሙሉ ለሙሉ እሸጋ አሁን እናከናውናለን።

ሥርጭቱ ግን ሙሉ ለሙሉ የቦርዱ ኦፕሬሽን ክፍልና ቦርዱ በሚመሩት መልኩ መውጣት ያለባቸውና መሰራጨት ያለባቸው በሚሰጠው አቅጣጫ መሰረት ነው ሥርጭት የሚከናወነው።

አሁን ባለንበት ደረጃ እሸጋ ሙሉ ለሙሉ መከናወን አለበት ብለን የእሸጋ ሂደት ላይ ነው ያለነው "" ሲሉ ምላሽ ሰጥተዋል።

ቲክቫህ ኢትዮጵያ
አዲስ አበባ

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103452","TIKVAH-ETHIOPIA","195,255",20,"-","-"
"Feb 20, 2026 @ 22:54:23.000","የኢትዮጵያ ምርጫ ቦርድ የመራጮች ምዝገባ ቁሳቁስ የሎጀስቲክስ ሥራ ምን ይመስላል?

የኢትዮጵያ ምርጫ ቦርድ የካቲት 28/2018 ዓ.ም ለሚጀምረው የመራጮች ምዝገባ የሎጀስቲክስ ሥራዎች ምን ላይ እንደሚገኙ በአየር መንገድ ካርጎ ቅጥር ግቢ በሚገኘው መጋዘን ለሚዲያዎች ባስጎበኘበት ወቅት የእሸጋ ሥራው 40 በመቶ መጠናቀቁን አስታውቋል። 

52,720 አካባቢ ለሚሆኑ የምርጫ ጣቢያዎች የመራጮች ምዝገባ ቁሳቁሶቹ በአጠቃላይ 8,200 ካሬ ላይ ባረፉ ሦስት መጋዘኖች ውስጥ የእሽጋ ሥራቸው እየተከናወነ እንደሚነገኝ የቦርዱ የሎጀስቲክስ ክፍል ኃላፊ አቶ መላከ አሉላ ገልጸዋል።

""የእሸጋ ስራችንን ኦልሞስት 40% አካባቢ አከናውነናል። ይሄ ማለት ወደ 22,000 አካባቢ ቁሳቁሶች ታሽገው ተጠናቀዋል። ይህ እስከ ትላንትና ድረስ ያለ መረጃ ነው። ዛሬም እሸጋ ይቀጥላል፣ ነገም እንደዚሁ እሸጋው እስከ እሁድ ድረስ ይጠናቀቃል ብለን እናምናለን"" ሲሉ ኃላፊው ተናግረዋል።

ሥርጭትን በተመለከተ ያነሱት ኃላፊው፥ ከማዕከል (አዲስ አበባ) የታሸጉ እስከ ምርጫ ክልል ድረስ ያለው ስርጭት ሙሉ ለመሉ በቦርዱ የሚከናወን እንደሆነ ገልጸዋል።

ከምርጫ ክልል እስከ ምርጫ ጣቢያ ያለው ስርጭት ተሽከርካሪ አቅርቦት በክልል መንግስታት እንደሚመቻችና ሌላው ሙሉ ቁጥጥሩ በቦርዱ አማካኝነት ሆኖ እንደሚከናወን አስረድተዋል።

ሥርጭቱ በአብዛኛው የየብስ ትራንስፖርትን በመጠቀም የሚሰራጭ ሲሆን ለዚህም ""እስከ 500 መኪና ድረስ በኪራይ ውል የገባናቸው ተሽከርካሪዎች አሉ"" ሲሉ አቶ ተናግረዋል።

የመራጮች ምዝገባ ቁሳቁስ እሸጋ ለሱማሌ እና አፋር ክልል ሙሉ ለሙሉ ተጠናቋል የተባለ ሲሆን ለኦሮሚያ ክልል የምርጫ ምዝገባ ቁሳቁስ እሸጋ 40 በመቶ ደረጃ ላይ ይገኛል ተብሏል።

ቦርዱ ለሰልጣኞች የሚሆኑ ቁሳቁሶች ሥርጭት መጀመሩን የገለጸ ሲሆን ለመራጮች ምዝገባ የሚሆኑት ደግሞ ከሚቀጥለው ሳምንት ጀምሮ እንደሚከናወን ገልጸል።

ቲክቫህ ኢትዮጵያ
አዲስ አበባ

@tikvahethiopia",tikvahethiopia,"t.me/tikvahethiopia/103450","TIKVAH-ETHIOPIA","205,324",20,"-","-"
"Feb 20, 2026 @ 22:18:57.000","🇪🇹⚡- Major civilian evacuation from the cities of Mekele, Maychew, Abiy Addi, Indabaguna and others – Tigray region, northern Ethiopia.",rnintel,"t.me/rnintel/52512","Rerum Novarum // Intel, Breaking News, and Alerts 🇺🇸","15,805",40,"-","-"
"Feb 20, 2026 @ 16:44:59.000","Увлекательное интервью с Дэвидом Скрипачем: 

""Многоопорный глобалистский новый мировой порядок"" 

Обратите внимание, что все пять опор действуют согласованно, поддерживая всеобъемлющий навес технофеодального нового мирового порядка. Если одна из опор отделяется от здания, вся структура рушится. Поэтому представление о том, что мы живем в ""многополярном"" мировом порядке, состоящем из отдельных полюсов, является заблуждением. Скорее, это один мировой порядок, каждая из опор которого зависит от других, и наоборот, все его опоры зависят друг от друга.

Иными словами, ни одна нация не является исключением или не сможет долго просуществовать, если попытается быть таковой. Все 193 суверенные страны мира (члены ООН с правом голоса), а также Ватикан и Палестинское государство (не члены ООН, имеющие только статус наблюдателя), а также, возможно, Тайвань и Косово (некоторые источники считают их суверенными государствами; другие - нет) объединяются под одной или другой опорой. Все пять опор необходимы для поддержки навеса единого технократического государства мира.

Суть в том, что независимо от того, признана ли нация другими или нет, каждая юрисдикция на планете в той или иной степени, в том или ином темпе строит цифровые тюремные стены.

https://www.youtube.com/watch?v=FZ6Pk1NehFg


https://t.me/VanessaBeeley/43001","kief_point","t.me/kief_point/477142","Первый ближневосточный | Иран 🇮🇷","-","-","-","-"
